"id","obs_date","asm","asm_d11","asm_d","asm_d_d11","asm_i","asm_i_d11","rpm","rpm_d11","rpm_d","rpm_d_d11","rpm_i","rpm_i_d11","load_factor","load_factor_d11","load_factor_d","load_factor_d_d11","load_factor_i","load_factor_i_d11","enplane_i","enplane_i_d11","enplane_d","enplane_d_d11","enplane","enplane_d11","air_rpm_tsi","air_rpm_tsi_d11","air_rtmfm","air_rtmfm_d11","rail_frt_carloads","rail_frt_carloads_d11","rail_frt_intermodal","rail_frt_intermodal_d11","rail_pm","rail_pm_d11","transit","transit_d11","petroleum","petroleum_d11","natural_gas","natural_gas_d11","waterborne","waterborne_d11","truck_d11","vmt","vmt_d11","tsi_freight","tsi_freight_c","tsi_passenger","tsi_passenger_c","tsi_total","tsi_total_c","ind_pro","manuf","inv_to_sales","idx_air_rpm","idx_air_rtmfm","idx_rail_frt_carloads","idx_rail_frt_intermodal","idx_rail_pm","idx_transit_d11","idx_petroleum_d11","idx_natural_gas_d11","idx_waterborne_d11","idx_truck_d11"
"SATD200310","2003-10-01T00:00:00.000","76529369","75988392","58001020","57312746","18528349","18675646","55549640","56576637","41480412","41965908","14069228","14610729","72.6","74.5","71.5","73.2","75.9","78.2","5202","5690","49945","49544","55147","55234","56724551","57816356","3104919","2870945","1446767","1360452","907978","830265","463025617","480252940","801943","732778","227711","228360","1553.2","1853.8","49.6","47","81.5","254048","245423","106.5","1.6","96.4","0.2","103.5","1.2","93.93938317782592","75.64853823491835","1.55","0.9803","1.1183","1.0054","1.1184","1.031","0.9306","1.0205","0.9886","0.9514","1.0881"
"SATD200311","2003-11-01T00:00:00.000","73395323","76622072","55785892","57826688","17609431","18795384","52785625","57741451","39333528","42536076","13452097","15205375","71.9","75.4","70.5","73.6","76.4","80.9","5131","5882","47059","50409","52190","56291","54128776","59285931","3008398","2888733","1338069","1358107","832571","837820","448181812","477129204","696904","729413","219553","221454","1753.6","1829.5","47.9","46.8","81","233698","243497","106","-0.5","97.9","1.6","103.6","0.1","94.57752081398895","75.7643590253583","1.56","1.0053","1.1253","1.0037","1.1286","1.0242","0.9263","0.9896","0.9756","0.9478","1.082"
"SATD200312","2003-12-01T00:00:00.000","77335110","77507479","58842551","58527652","18492559","18979827","57280778","58239999","42699596","43106414","14581182","15133585","74.1","75.1","72.6","73.7","78.8","79.7","5650","5790","49757","49994","55407","55784","58739845","59862238","2973296","2877789","1307946","1365565","777943","842226","489403554","484683489","733999","746698","229032","222227","2263.7","1853.2","50.5","51.2","83.3","238538","243315","108.6","2.5","99.3","1.4","105.8","2.1","94.6254632650971","75.73079100356092","1.55","1.015","1.121","1.0092","1.1345","1.0405","0.9483","0.9931","0.9883","1.0374","1.112"
"SATD200401","2004-01-01T00:00:00.000","77146785","78681702","58306593","59449904","18840192","19231798","52332277","57520760","38114607","42535364","14217670","14985395","67.8","73.1","65.4","71.5","75.5","77.9","5565","5785","43815","49392","49380","55177","53979787","59443336","2618911","2912632","1346504","1371930","821938","843219","410338393","480230030","730657","755938","225292","222579","2675.8","1928.8","43.6","48.7","82","222450","243817","107.5","-1","99.1","-0.1","105","-0.7","94.78314978523008","75.78458876034877","1.55","1.0079","1.1346","1.0139","1.1358","1.0309","0.96","0.9947","1.0286","0.9866","1.0947"
"SATD200402","2004-02-01T00:00:00.000","73880259","79840941","56180696","60340278","17699563","19500663","51347537","58790264","38575084","43605963","12772453","15184300","69.5","73.6","68.7","72.3","72.2","77.9","5222","5857","45307","50663","50529","56520","53179693","60666599","2825337","3131937","1278733","1358900","786291","850569","389778365","470294209","729421","763056","208800","222518","2511.1","1967.6","40.7","47.6","82.4","213709","244576","108.3","0.7","100.8","1.6","106.1","1","95.37108643939769","76.12538198826519","1.55","1.0287","1.22","1.0043","1.1457","1.0096","0.9691","0.9944","1.0493","0.963","1.1008"
"SATD200403","2004-03-01T00:00:00.000","81026015","79698810","61833579","60079910","19192436","19618900","61923381","59693854","46507739","44237128","15415642","15456725","76.4","74.9","75.2","73.6","80.3","78.8","6114","5901","54147","51015","60261","56916","64035864","61633808","3269430","3033937","1415938","1373386","884644","884770","452956930","463888307","830138","772079","229266","230189","2100.9","1787.3","47.5","46.4","85.1","251403","248689","110.2","1.8","102.2","1.4","107.8","1.7","94.99873682447434","78.34131603645223","1.54","1.0451","1.1818","1.015","1.1918","0.9958","0.9805","1.0287","0.9531","0.9395","1.1363"
"SATD200404","2004-04-01T00:00:00.000","79318899","80291656","60067863","60565064","19251036","19726592","60744714","60433853","45795662","45053054","14949052","15380798","76.6","75.3","76.2","74.4","77.7","78","5944","5950","53253","51894","59197","57844","62340117","62046868","3087285","3077804","1380806","1380928","870168","886191","471114446","462786483","783723","766940","223585","228202","1745.2","1850.5","49.2","47.2","85","250968","248376","110.5","0.3","102.4","0.2","108.1","0.3","95.3671853405923","77.98162690222604","1.57","1.0521","1.1989","1.0206","1.1937","0.9935","0.974","1.0198","0.9868","0.9557","1.1352"
"SATD200405","2004-05-01T00:00:00.000","81588952","80437382","60923099","60433508","20665853","20003873","61384009","60353700","45350262","44718922","16033747","15634779","75.2","75","74.4","74","77.6","78.2","6050","5999","53031","51865","59081","57864","62530704","61926663","3083767","3098444","1432891","1391676","914970","894130","472861212","466156588","781634","777129","235017","227272","1573","1897.1","49.4","47.3","84.4","257235","246159","110.2","-0.3","102.7","0.3","108","-0.1","96.07431082931352","78.6034133722079","1.55","1.05","1.207","1.0285","1.2044","1.0007","0.9869","1.0156","1.0117","0.9571","1.1264"
"SATD200406","2004-06-01T00:00:00.000","82779262","80750908","61629864","60485707","21149398","20265201","67430529","61471620","49774219","45595690","17656310","15875930","81.5","76.1","80.8","75.4","83.5","78.3","6684","6172","56959","52501","63643","58673","68866397","63168584","3081024","3111118","1369511","1369954","894013","896206","514365919","459223073","771871","772344","227750","225390","1483.7","1824","48.9","46.8","85.6","257383","245171","110.8","0.6","103.9","1.1","108.8","0.7","95.33577122915956","79.16228758941719","1.58","1.0711","1.2119","1.0125","1.2072","0.9858","0.9808","1.0072","0.9727","0.947","1.1422"
"SATD200407","2004-07-01T00:00:00.000","86649009","80850693","64095669","60442419","22553340","20408275","71593504","61697017","52730292","45700663","18863212","15996354","82.6","76.3","82.3","75.6","83.6","78.4","7483","6194","59614","52655","67097","58849","73335889","62871094","3188225","3205335","1360210","1379005","907823","897908","554813029","455429930","750888","768818","228476","223919","1584.9","1780.2","51.1","47.9","85.3","265969","247686","111","0.1","103.4","-0.5","108.8","-0.1","96.03909827957028","78.95554414391017","1.58","1.0661","1.2486","1.0192","1.2095","0.9777","0.9764","1.0007","0.9493","0.9694","1.1394"
"SATD200408","2004-08-01T00:00:00.000","86942038","81200443","64479721","60707682","22462317","20492761","69244299","61383670","50816430","45372268","18427869","16011402","79.6","75.6","78.8","74.7","82","78.1","7295","6257","57381","52950","64676","59207","70961522","63043360","3112989","3088549","1432263","1368455","946751","885496","511216651","434180492","764212","772746","234408","226757","1578","1743.1","50.4","48.7","84.5","262836","247344","109.9","-1","103.7","0.3","108.1","-0.6","96.12112401497798","80.37295942192387","1.59","1.069","1.2031","1.0114","1.1928","0.9321","0.9814","1.0134","0.9296","0.986","1.1287"
"SATD200409","2004-09-01T00:00:00.000","77986620","80179758","57694884","59924423","20291736","20255335","56494925","61578862","40644161","45449957","15850764","16128905","72.4","76.8","70.4","75.8","78.1","79.6","5670","6256","47672","53040","53342","59296","57881041","63210007","3246085","3252103","1366578","1353734","918664","905460","401403280","438302228","783606","765047","222372","225849","1482.2","1869.7","43.5","46.9","84.8","243515","247916","110.6","0.6","103.5","-0.1","108.5","0.4","96.22912285558986","80.6372798054807","1.55","1.0718","1.2668","1.0005","1.2197","0.9409","0.9716","1.0093","0.9971","0.95","1.1328"
"SATD200410","2004-10-01T00:00:00.000","82291114","82153132","61604719","61259672","20686395","20893460","61743819","62999948","45765588","46486705","15978231","16513243","75","76.7","74.3","75.9","77.2","79","5896","6447","54167","54246","60063","60693","63021143","64114997","3517860","3297082","1460903","1378095","1003336","916584","436908280","454988343","819097","779426","231335","232617","1557.2","1856.7","53.2","50.9","84.4","254496","247883","111.1","0.5","105.2","1.6","109.4","0.8","97.08551670386404","82.42238718980474","1.55","1.0872","1.2843","1.0185","1.2347","0.9767","0.9898","1.0395","0.9902","1.0306","1.1267"
"SATD200411","2004-11-01T00:00:00.000","79135732","82627112","59431353","61352070","19704379","21275041","58329543","62865092","43561708","46087534","14767835","16777558","73.7","76.1","73.3","75.1","74.9","78.9","5663","6466","51782","53580","57445","60046","59453942","63839271","3438313","3269985","1364110","1385575","932055","933349","440222335","459135698","776928","778676","231634","233626","1782.8","1871.1","50.3","49.5","85.5","239796","247656","112","0.8","104.9","-0.3","110","0.5","97.32368905198152","82.8452108815836","1.55","1.0825","1.2738","1.024","1.2572","0.9856","0.9889","1.044","0.9978","1.0014","1.1415"
"SATD200412","2004-12-01T00:00:00.000","83231929","83314546","62054841","61607319","21177088","21707227","61424449","63222110","45181080","46354684","16243369","16867426","73.8","75.9","72.8","75.2","76.7","77.7","6338","6491","52640","53586","58978","60077","62680310","64703882","3485518","3321318","1321345","1379208","881922","942598","476798294","467001923","778499","789750","242337","235066","2327.7","1898.4","48.2","49","85","245029","248685","111.7","-0.3","106.3","1.4","110.2","0.2","98.0833767140804","83.62461144066704","1.53","1.0971","1.2938","1.0193","1.2697","1.0025","1.003","1.0505","1.0124","0.9917","1.1348"
"SATD200501","2005-01-01T00:00:00.000","81084792","82917955","59580514","61040678","21504278","21877277","57936503","64067822","41609095","46795827","16327408","17271996","71.5","77.3","69.8","76.7","75.9","78.9","6457","6654","47978","54612","54435","61267","59629608","65519097","2977459","3325284","1347820","1374764","901572","941218","378368103","456355038","747768","793290","229495","226734","2561.9","1852.7","41","45.4","88.1","224072","247614","113.7","1.8","107.3","0.9","111.9","1.6","98.42934258182002","85.24299023990477","1.56","1.111","1.2953","1.016","1.2678","0.9797","1.0074","1.0132","0.988","0.9198","1.1765"
"SATD200502","2005-02-01T00:00:00.000","75440323","84714018","55964342","62517871","19475981","22196147","54233804","64596718","40114944","47134163","14118860","17462555","71.9","76.3","71.7","75.4","72.5","78.7","5783","6744","47075","54647","52858","61391","55795165","65858984","2815089","3240158","1297959","1432896","861605","959765","351583660","448196792","727882","788124","211755","232707","2243","1804.3","41.5","48.4","86.4","219970","250015","113","-0.7","107.5","0.1","111.4","-0.4","99.14016384835683","85.1107188957363","1.54","1.1167","1.2622","1.059","1.2928","0.9621","1.0009","1.0399","0.9622","0.9802","1.153"
"SATD200503","2005-03-01T00:00:00.000","85747280","84101115","63743171","61784512","22004109","22316603","68725711","65004028","50789921","47510932","17935790","17493096","80.1","77.3","79.7","76.9","81.5","78.4","7260","6790","58839","55004","66099","61794","70595861","66464259","3427926","3233287","1443129","1401100","910338","925152","463828081","456492081","845975","788220","231375","232354","2205.8","1884.2","51","49.5","85.6","253182","249174","112.1","-0.7","108.2","0.6","111.1","-0.3","99.00013493334296","85.21609136151085","1.54","1.127","1.2595","1.0355","1.2462","0.9799","1.001","1.0384","1.0048","1.0014","1.1433"
"SATD200504","2005-04-01T00:00:00.000","83050137","84108162","61262216","61898041","21787921","22210120","63817097","64781585","47002623","47148265","16814474","17633320","76.8","77","76.7","76.2","77.2","79.4","6659","6855","54909","54791","61568","61646","65145551","66363734","3305046","3268803","1412210","1409463","920803","925942","430496434","449093227","800801","799661","220661","225551","1724.9","1837.6","51","49.1","86.6","250860","249024","112.9","0.7","108.5","0.3","111.7","0.6","99.20566124408916","87.12435559401864","1.53","1.1253","1.2733","1.0417","1.2473","0.9641","1.0155","1.008","0.9799","0.9947","1.1555"
"SATD200505","2005-05-01T00:00:00.000","85980392","84350017","63160148","62179596","22820244","22170421","67072652","65431605","49016422","47806916","18056230","17624689","78","77.6","77.6","76.9","79.1","79.5","6862","6829","57324","55202","64186","62032","68268899","66995479","3186654","3243537","1416905","1373428","951353","937655","462014277","450288824","819905","797986","230984","223439","1522.6","1838","54.7","52","85.8","262678","250452","112.2","-0.6","109.1","0.6","111.4","-0.3","99.29846633145908","86.4127579928703","1.54","1.136","1.2635","1.015","1.263","0.9666","1.0134","0.9985","0.9802","1.0522","1.1453"
"SATD200506","2005-06-01T00:00:00.000","86609755","84310639","63378463","62151058","23231292","22159581","71621917","65128252","52181786","47669447","19440131","17458805","82.7","77.2","82.3","76.7","83.7","78.8","7414","6794","59724","55179","67138","61973","72952958","66763124","3332961","3312163","1368235","1369205","932056","932530","508598324","451539082","793548","794509","218621","217328","1534.1","1873.9","49.3","47.2","85.8","263816","251531","111.7","-0.5","108.7","-0.4","110.9","-0.4","99.73292554578371","86.83402555118835","1.48","1.1321","1.2902","1.0119","1.2561","0.9693","1.009","0.9712","0.9993","0.9549","1.1449"
"SATD200507","2005-07-01T00:00:00.000","90483563","84191224","65813398","61969396","24670165","22221828","76041550","65374814","55290372","47906942","20751178","17467872","84","77.7","84","77.3","84.1","78.6","8178","6788","62396","55149","70574","61937","77432998","66721469","3221428","3275875","1358858","1374617","954395","944797","548229054","450482746","772326","804886","235815","231644","1686.6","1886.6","50.5","47.5","85.4","267025","250663","111.6","-0.1","109.1","0.4","111","0","99.41611525858951","86.4529951580711","1.44","1.1313","1.2761","1.0159","1.2727","0.967","1.0222","1.0352","1.0061","0.9621","1.1395"
"SATD200508","2005-08-01T00:00:00.000","89608961","83811182","65309256","61585928","24299705","22225254","72415556","64615658","52510003","47256159","19905553","17359498","80.8","77.1","80.4","76.7","81.9","78.1","7730","6694","59111","54681","66841","61375","73778918","66251580","3271476","3232204","1436461","1371568","1017108","952227","511556316","435143091","805500","795740","230034","222467","1695.1","1868","47.1","45.6","86.9","265323","249458","112.4","0.8","108.2","-0.9","111.3","0.3","99.74329425576644","88.44929208350447","1.47","1.1234","1.2591","1.0137","1.2827","0.9341","1.0106","0.9942","0.9961","0.9231","1.1601"
"SATD200509","2005-09-01T00:00:00.000","80964733","83287187","58674828","60876607","22289905","22410580","60791372","65674631","43524915","48093454","17266457","17581178","75.1","78.9","74.2","79","77.5","78.5","6219","6832","50600","54974","56819","61806","62046798","66730995","3312249","3302819","1395492","1382964","978187","958272","436175168","466659201","823831","799723","204899","208674","1422.5","1797.5","36.7","40.7","86.4","242240","245820","111.5","-0.9","109","0.7","110.9","-0.4","97.81122374215822","89.95029395884144","1.48","1.1315","1.2866","1.0221","1.2908","1.0018","1.0156","0.9325","0.9585","0.8239","1.1542"
"SATD200510","2005-10-01T00:00:00.000","82318032","82577274","60392331","60304081","21925701","22273193","62624694","64356736","45895538","46945931","16729156","17410805","76.1","77.9","76","77.8","76.3","78.2","6160","6753","53738","54400","59898","61153","63640895","65236100","3504372","3293367","1428224","1348843","1069413","980121","432503304","448766270","848849","810547","210817","212151","1428.2","1696.9","44.8","42.6","86.1","251419","245957","110.9","-0.5","107.8","-1.1","110.1","-0.7","99.00691052600492","90.48315851677728","1.49","1.1062","1.2829","0.9969","1.3202","0.9634","1.0294","0.9481","0.9049","0.8623","1.149"
